Age,MonthlyIncome,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,2007.0,No,Travel_Frequently,921,Research & Development,1,1,Medical,1068.0,1,Female,66,2,1,Research Scientist,3,Divorced,25265.0,1,No,13.0,3.0,3,2,5,5,3,5,3,1,3
46,19627.0,No,Travel_Rarely,430,Research & Development,1,4,Medical,1069.0,4,Male,40,3,5,Research Director,4,Divorced,21445.0,9,No,17.0,3.0,4,2,23,0,3,2,2,2,2
54,10686.0,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1070.0,3,Female,41,2,3,Sales Executive,3,Married,8392.0,6,No,11.0,3.0,2,1,13,4,3,9,4,7,0
56,2942.0,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1071.0,1,Female,63,3,1,Research Scientist,3,Married,12154.0,2,No,19.0,3.0,2,1,18,4,3,5,4,0,3
36,8858.0,No,Travel_Rarely,796,Research & Development,12,5,Medical,1073.0,4,Female,51,2,3,Manufacturing Director,4,Single,15669.0,0,No,11.0,3.0,2,0,15,2,2,14,8,7,8
55,16756.0,No,Non-Travel,444,Research & Development,2,1,Medical,1074.0,3,Male,40,2,4,Manager,1,Single,17323.0,7,No,15.0,3.0,2,0,31,3,4,9,7,6,2
43,10798.0,No,Travel_Rarely,415,Sales,25,3,Medical,1076.0,3,Male,79,2,3,Sales Executive,4,Divorced,5268.0,5,No,13.0,3.0,3,1,18,5,3,1,0,0,0
20,2323.0,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1077.0,4,Female,54,3,1,Sales Representative,4,Single,17205.0,1,Yes,14.0,3.0,2,0,2,3,3,2,2,0,2
21,1416.0,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1079.0,3,Female,36,2,1,Laboratory Technician,1,Single,17258.0,1,No,13.0,3.0,1,0,1,6,2,1,0,1,0
46,4615.0,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1080.0,4,Female,74,2,2,Research Scientist,1,Divorced,21029.0,8,Yes,23.0,4.0,1,3,19,2,3,16,13,1,7
51,2461.0,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1081.0,1,Male,34,3,1,Research Scientist,3,Married,10332.0,9,Yes,12.0,3.0,3,3,18,2,4,10,0,2,7
28,8722.0,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1082.0,2,Male,72,2,3,Healthcare Representative,1,Single,12355.0,1,No,12.0,3.0,1,0,10,2,2,10,7,1,9
26,3955.0,No,Travel_Rarely,192,Research & Development,1,2,Medical,1083.0,1,Male,59,2,1,Laboratory Technician,1,Married,11141.0,1,No,16.0,3.0,1,2,6,2,3,5,3,1,3
30,9957.0,No,Travel_Rarely,1176,Research & Development,20,3,Other,1084.0,3,Male,85,3,2,Manufacturing Director,1,Married,9096.0,0,No,15.0,3.0,3,1,7,1,2,6,2,0,2
41,3376.0,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1085.0,2,Female,43,4,1,Research Scientist,3,Married,18863.0,1,No,13.0,3.0,3,0,10,3,3,10,6,0,8
38,8823.0,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1088.0,3,Female,65,2,3,Healthcare Representative,3,Married,24608.0,0,No,18.0,3.0,1,1,20,4,2,19,9,1,9
40,10322.0,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1092.0,1,Male,61,3,3,Healthcare Representative,4,Married,26542.0,4,No,20.0,4.0,4,1,14,6,3,11,10,11,1
27,4621.0,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1094.0,1,Male,87,1,1,Laboratory Technician,3,Married,5869.0,1,No,19.0,3.0,4,3,3,4,3,3,2,1,2
55,10976.0,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1096.0,4,Male,65,3,3,Manufacturing Director,2,Married,15813.0,3,No,18.0,3.0,2,1,23,4,3,3,2,1,2
28,3660.0,No,Travel_Rarely,857,Research & Development,10,3,Other,1097.0,3,Female,59,3,2,Research Scientist,3,Single,7909.0,3,No,13.0,3.0,4,0,10,4,4,8,7,1,7
44,10482.0,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1098.0,2,Male,91,2,3,Human Resources,1,Married,2326.0,9,No,14.0,3.0,4,1,24,1,3,20,6,3,6
33,7119.0,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1099.0,4,Male,34,2,3,Healthcare Representative,4,Divorced,21214.0,4,No,15.0,3.0,3,1,9,2,3,3,2,1,2
35,9582.0,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1100.0,4,Male,86,3,3,Sales Executive,1,Single,10333.0,0,Yes,22.0,4.0,1,0,9,2,3,8,7,4,7
33,4508.0,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1101.0,1,Female,54,2,2,Research Scientist,3,Single,3129.0,1,No,22.0,4.0,2,0,14,4,3,13,7,3,8
28,2207.0,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1102.0,1,Male,50,3,1,Laboratory Technician,3,Divorced,22482.0,1,No,16.0,3.0,4,1,4,5,2,4,2,2,2
34,7756.0,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1103.0,1,Male,45,3,2,Healthcare Representative,4,Single,22266.0,0,No,17.0,3.0,3,0,7,1,2,6,2,0,4
37,6694.0,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1105.0,4,Female,88,2,2,Sales Executive,4,Divorced,24223.0,2,Yes,14.0,3.0,3,3,8,5,3,1,0,0,0
25,3691.0,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1106.0,4,Male,32,3,1,Laboratory Technician,4,Married,4605.0,1,Yes,15.0,3.0,2,1,7,3,4,7,7,5,6
26,2377.0,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1107.0,1,Male,37,3,1,Laboratory Technician,3,Divorced,19373.0,1,No,20.0,4.0,3,1,1,0,2,1,1,0,0
33,2313.0,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1108.0,1,Male,55,2,1,Research Scientist,2,Single,2993.0,4,Yes,20.0,4.0,2,0,5,0,3,2,2,2,2
42,17665.0,No,Travel_Rarely,469,Research & Development,2,2,Medical,1109.0,4,Male,35,3,4,Manager,1,Married,14399.0,0,No,17.0,3.0,4,1,23,3,3,22,6,13,7
28,2596.0,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1111.0,1,Male,45,2,1,Laboratory Technician,2,Divorced,7160.0,1,No,15.0,3.0,1,2,1,2,3,1,0,0,0
50,4728.0,Yes,Travel_Frequently,959,Sales,1,4,Other,1113.0,4,Male,81,3,2,Sales Executive,3,Single,17251.0,3,Yes,14.0,3.0,4,0,5,4,3,0,0,0,0
33,4302.0,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1114.0,4,Female,30,3,2,Sales Executive,2,Married,13401.0,0,No,17.0,3.0,3,1,4,3,3,3,2,0,2
34,2979.0,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1115.0,3,Male,40,2,1,Research Scientist,4,Married,22478.0,3,No,17.0,3.0,4,3,6,2,3,0,0,0,0
48,16885.0,No,Non-Travel,1262,Research & Development,1,4,Medical,1116.0,1,Male,35,4,4,Manager,4,Single,16154.0,2,No,22.0,4.0,3,0,27,3,2,5,4,2,1
45,5593.0,No,Non-Travel,1050,Sales,9,4,Life Sciences,1117.0,2,Female,65,2,2,Sales Executive,3,Married,17970.0,1,No,13.0,3.0,4,1,15,2,3,15,10,4,12
52,10445.0,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1118.0,2,Male,87,3,3,Healthcare Representative,2,Single,15322.0,7,No,19.0,3.0,4,0,18,4,3,8,6,4,0
38,8740.0,No,Travel_Rarely,770,Sales,10,4,Marketing,1119.0,3,Male,73,2,3,Sales Executive,3,Divorced,5569.0,0,Yes,14.0,3.0,2,2,9,2,3,8,7,2,7
29,2514.0,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1120.0,3,Female,93,3,1,Research Scientist,4,Divorced,26968.0,4,No,22.0,4.0,1,1,11,1,3,7,5,1,7
28,7655.0,No,Travel_Rarely,950,Research & Development,3,3,Medical,1121.0,4,Female,93,3,3,Manufacturing Director,2,Divorced,8039.0,0,No,17.0,3.0,2,3,10,3,2,9,7,1,7
46,17465.0,No,Travel_Rarely,406,Sales,3,1,Marketing,1124.0,1,Male,52,3,4,Manager,3,Married,15596.0,3,No,12.0,3.0,4,1,23,3,3,12,9,4,9
38,7351.0,No,Travel_Rarely,130,Sales,2,2,Marketing,1125.0,4,Male,32,3,3,Sales Executive,2,Single,20619.0,7,No,16.0,3.0,3,0,10,2,3,1,0,0,0
43,10820.0,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1126.0,3,Female,83,3,3,Manufacturing Director,1,Married,11535.0,8,No,11.0,3.0,3,1,18,1,3,8,7,0,1
39,12169.0,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1127.0,1,Male,84,3,4,Healthcare Representative,4,Divorced,13547.0,7,No,11.0,3.0,4,3,21,4,3,18,7,11,5
40,19626.0,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1128.0,3,Male,44,2,5,Research Director,3,Single,17544.0,1,No,14.0,3.0,1,0,21,2,4,20,7,4,9
21,2070.0,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1131.0,4,Female,70,2,1,Research Scientist,2,Single,25326.0,1,Yes,11.0,3.0,3,0,2,6,4,2,2,2,2
39,6782.0,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1132.0,3,Male,70,3,2,Laboratory Technician,2,Single,8770.0,9,No,15.0,3.0,3,0,9,2,2,5,4,0,3
36,7779.0,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1133.0,1,Male,78,3,2,Manufacturing Director,4,Single,23238.0,2,No,20.0,4.0,1,0,18,0,3,11,9,0,9
31,2791.0,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1135.0,3,Male,67,4,1,Sales Representative,4,Married,21981.0,0,No,12.0,3.0,1,1,3,4,3,2,2,2,2
28,3201.0,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1136.0,1,Male,67,2,1,Research Scientist,2,Married,19911.0,0,No,17.0,3.0,1,0,6,2,1,5,3,0,4
35,4968.0,No,Travel_Frequently,1182,Sales,11,2,Marketing,1137.0,4,Male,54,3,2,Sales Executive,4,Divorced,18500.0,1,No,11.0,3.0,4,1,5,3,3,5,2,0,2
49,13120.0,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1138.0,4,Male,56,2,4,Sales Executive,2,Married,11879.0,6,No,17.0,3.0,2,1,22,3,3,9,8,2,3
34,4033.0,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1140.0,4,Male,95,3,2,Manufacturing Director,3,Single,15834.0,2,No,11.0,3.0,4,0,5,3,2,3,2,0,2
29,3291.0,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1143.0,4,Female,61,3,1,Research Scientist,2,Divorced,17940.0,0,No,14.0,3.0,4,2,8,2,2,7,5,1,1
42,4272.0,No,Travel_Rarely,188,Research & Development,29,3,Medical,1148.0,2,Male,56,1,2,Laboratory Technician,4,Single,9558.0,4,No,19.0,3.0,1,0,16,3,3,1,0,0,0
29,5056.0,No,Travel_Rarely,718,Research & Development,8,1,Medical,1150.0,2,Male,79,2,2,Manufacturing Director,4,Married,17689.0,1,Yes,15.0,3.0,3,1,10,2,2,10,7,1,2
38,2844.0,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152.0,3,Male,37,4,1,Human Resources,3,Married,6004.0,1,No,13.0,3.0,4,1,7,2,4,7,6,5,0
28,2703.0,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1154.0,3,Male,39,2,1,Research Scientist,3,Divorced,22088.0,1,Yes,14.0,3.0,4,1,3,2,3,3,1,0,2
18,1904.0,Yes,Non-Travel,247,Research & Development,8,1,Medical,1156.0,3,Male,80,3,1,Laboratory Technician,3,Single,13556.0,1,No,12.0,3.0,4,0,0,0,3,0,0,0,0
33,8224.0,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1157.0,1,Female,77,3,2,Sales Executive,1,Single,18385.0,0,Yes,17.0,3.0,1,0,6,3,3,5,2,0,3
41,4766.0,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1158.0,2,Male,46,3,1,Laboratory Technician,4,Married,9051.0,3,Yes,11.0,3.0,1,1,6,4,3,1,0,0,0
31,2610.0,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1160.0,3,Male,72,3,1,Laboratory Technician,3,Married,6233.0,1,No,12.0,3.0,3,1,2,5,2,2,2,2,2
37,5731.0,No,Travel_Rarely,367,Research & Development,25,2,Medical,1161.0,3,Female,52,2,2,Healthcare Representative,4,Divorced,17171.0,7,No,13.0,3.0,3,2,9,2,3,6,2,1,3
27,2539.0,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1162.0,4,Male,55,2,1,Research Scientist,3,Married,7950.0,1,No,13.0,3.0,3,1,4,0,3,4,2,2,2
34,5714.0,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1163.0,2,Female,70,3,2,Sales Executive,3,Married,5829.0,1,No,20.0,4.0,1,0,6,3,2,6,5,1,3
35,4323.0,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1164.0,3,Male,100,3,1,Human Resources,3,Single,7108.0,1,No,17.0,3.0,2,0,6,2,1,5,4,1,4
29,7336.0,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1165.0,4,Female,45,2,3,Sales Executive,1,Married,11162.0,1,No,13.0,3.0,1,1,11,3,1,11,8,3,10
40,13499.0,No,Travel_Frequently,593,Research & Development,9,4,Medical,1166.0,2,Female,88,3,3,Research Director,3,Single,13782.0,9,No,17.0,3.0,3,0,20,3,2,18,7,2,13
42,13758.0,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1167.0,3,Male,44,3,4,Sales Executive,1,Single,2447.0,0,Yes,12.0,3.0,2,0,22,2,2,21,9,13,14
42,5155.0,No,Travel_Rarely,647,Sales,4,4,Marketing,1171.0,2,Male,45,3,2,Sales Executive,1,Single,2253.0,7,No,13.0,3.0,4,0,9,3,4,6,4,1,5
35,2258.0,No,Travel_Rarely,982,Research & Development,1,4,Medical,1172.0,4,Male,58,2,1,Laboratory Technician,3,Married,16340.0,6,No,12.0,3.0,2,1,10,2,3,8,0,1,7
24,3597.0,No,Travel_Rarely,477,Research & Development,24,3,Medical,1173.0,4,Male,49,3,1,Laboratory Technician,2,Single,6409.0,8,No,22.0,4.0,4,0,6,2,3,4,3,1,2
28,2515.0,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1175.0,3,Female,79,3,1,Laboratory Technician,4,Married,22955.0,1,Yes,11.0,3.0,4,0,1,4,2,1,1,0,0
26,4420.0,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1177.0,1,Male,82,4,1,Laboratory Technician,4,Married,13421.0,1,No,22.0,4.0,2,1,8,2,3,8,7,0,7
30,6578.0,No,Travel_Rarely,852,Sales,10,3,Marketing,1179.0,3,Male,72,2,2,Sales Executive,3,Married,2706.0,1,No,18.0,3.0,1,1,10,3,3,10,3,1,4
40,4422.0,No,Travel_Frequently,902,Research & Development,26,2,Medical,1180.0,3,Female,92,2,2,Research Scientist,4,Married,21203.0,3,Yes,13.0,3.0,4,1,16,3,1,1,1,0,0
35,10274.0,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1182.0,3,Male,44,2,3,Manufacturing Director,2,Divorced,19588.0,2,No,18.0,3.0,2,1,15,2,4,7,7,6,4
34,5343.0,No,Travel_Frequently,669,Research & Development,1,3,Medical,1184.0,4,Male,97,2,2,Healthcare Representative,1,Single,25755.0,0,No,20.0,4.0,3,0,14,3,3,13,9,4,9
35,2376.0,No,Travel_Frequently,636,Research & Development,4,4,Other,1185.0,4,Male,47,2,1,Laboratory Technician,4,Married,26537.0,1,No,13.0,3.0,2,1,2,2,4,2,2,2,2
43,5346.0,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1188.0,1,Female,85,1,2,Sales Executive,3,Single,9489.0,8,No,13.0,3.0,2,0,7,2,2,4,3,1,3
32,2827.0,No,Non-Travel,862,Sales,2,1,Life Sciences,1190.0,3,Female,76,3,1,Sales Representative,1,Divorced,14947.0,1,No,12.0,3.0,3,3,1,3,3,1,0,0,0
56,19943.0,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1191.0,4,Female,92,3,5,Manager,1,Divorced,18575.0,4,No,13.0,3.0,4,1,28,2,3,5,2,4,2
29,3131.0,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1192.0,2,Female,54,3,1,Laboratory Technician,4,Married,26342.0,1,No,13.0,3.0,1,1,10,5,3,10,8,0,8
19,2552.0,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1193.0,3,Male,54,3,1,Research Scientist,1,Single,7172.0,1,No,25.0,4.0,3,0,1,4,3,1,1,0,0
45,4477.0,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1195.0,1,Female,83,3,1,Research Scientist,3,Married,20100.0,4,Yes,19.0,3.0,3,1,7,2,2,3,2,0,2
37,6474.0,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1196.0,4,Female,56,2,2,Manufacturing Director,4,Married,9961.0,1,No,13.0,3.0,2,1,14,2,2,14,8,3,11
20,3033.0,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1198.0,1,Male,87,2,1,Laboratory Technician,3,Single,12828.0,1,No,12.0,3.0,1,0,2,2,2,2,2,1,2
44,2936.0,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1200.0,3,Male,96,3,1,Research Scientist,3,Single,10826.0,1,Yes,11.0,3.0,3,0,6,4,3,6,4,0,2
53,18606.0,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1201.0,4,Female,50,3,5,Manager,3,Divorced,18640.0,3,No,18.0,3.0,2,1,26,6,3,7,7,4,7
29,2168.0,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1202.0,2,Female,69,1,1,Research Scientist,4,Married,26933.0,0,Yes,18.0,3.0,1,1,6,2,2,5,4,1,3
22,2853.0,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1203.0,3,Male,48,2,1,Research Scientist,4,Married,4223.0,0,Yes,11.0,3.0,2,1,1,5,3,0,0,0,0
46,17048.0,No,Travel_Rarely,1402,Sales,2,3,Marketing,1204.0,3,Female,69,3,4,Manager,1,Married,24097.0,8,No,23.0,4.0,1,0,28,2,3,26,15,15,9
44,2290.0,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1206.0,4,Male,74,1,1,Research Scientist,3,Single,4279.0,2,No,13.0,3.0,4,0,6,3,3,0,0,0,0
33,3600.0,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1207.0,2,Male,99,3,1,Human Resources,3,Married,8429.0,1,No,13.0,3.0,4,1,5,2,3,5,4,1,4
41,2107.0,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1210.0,1,Male,95,2,1,Research Scientist,1,Divorced,20293.0,6,No,17.0,3.0,1,1,5,2,1,1,0,0,0
30,4115.0,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1211.0,3,Male,61,3,2,Sales Executive,1,Divorced,13192.0,8,No,19.0,3.0,3,3,8,3,3,4,3,0,3
40,4327.0,No,Travel_Frequently,1184,Sales,2,4,Medical,1212.0,2,Male,62,3,2,Sales Executive,2,Married,25440.0,5,No,12.0,3.0,4,3,5,2,3,0,0,0,0
50,17856.0,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1215.0,4,Female,30,3,4,Manager,1,Married,9490.0,2,No,22.0,4.0,3,1,32,3,3,2,2,2,2
28,3196.0,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1216.0,4,Male,78,2,1,Laboratory Technician,1,Married,12449.0,1,No,12.0,3.0,3,3,6,2,3,6,5,3,3
46,19081.0,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1217.0,4,Male,52,3,5,Research Director,2,Married,10849.0,5,No,11.0,3.0,1,1,25,2,3,4,2,0,3
35,8966.0,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1218.0,3,Male,94,3,2,Sales Executive,1,Married,21026.0,3,Yes,15.0,3.0,4,3,15,2,3,7,7,1,7
24,2210.0,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1219.0,4,Female,97,3,1,Laboratory Technician,2,Married,3372.0,1,No,13.0,3.0,1,1,1,3,1,1,0,0,0
33,4539.0,No,Travel_Frequently,1146,Sales,25,3,Medical,1220.0,2,Female,82,3,2,Sales Executive,3,Married,4905.0,1,No,12.0,3.0,1,1,10,3,2,10,7,0,1
36,2741.0,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1221.0,3,Male,60,1,1,Laboratory Technician,3,Divorced,6865.0,1,No,14.0,3.0,3,1,7,4,3,7,7,1,7
30,3491.0,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1224.0,3,Male,49,3,2,Laboratory Technician,3,Divorced,11309.0,1,No,13.0,3.0,1,3,10,4,2,10,7,8,9
44,4541.0,No,Travel_Rarely,200,Research & Development,29,4,Other,1225.0,4,Male,32,3,2,Research Scientist,4,Single,7744.0,1,No,25.0,4.0,2,0,20,3,3,20,11,13,17
20,2678.0,No,Travel_Rarely,654,Sales,21,3,Marketing,1226.0,3,Male,43,4,1,Sales Representative,4,Single,5050.0,1,No,17.0,3.0,4,0,2,2,3,2,1,2,2
46,7379.0,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1228.0,4,Male,60,3,2,Manufacturing Director,4,Divorced,17433.0,2,No,11.0,3.0,3,1,12,3,2,6,3,1,4
42,6272.0,No,Non-Travel,179,Human Resources,2,5,Medical,1231.0,4,Male,79,4,2,Human Resources,1,Married,12858.0,7,No,16.0,3.0,1,1,10,3,4,4,3,0,3
60,5220.0,No,Travel_Rarely,696,Sales,7,4,Marketing,1233.0,2,Male,52,4,2,Sales Executive,4,Divorced,10893.0,0,Yes,18.0,3.0,2,1,12,3,3,11,7,1,9
32,2743.0,No,Travel_Frequently,116,Research & Development,13,3,Other,1234.0,3,Female,77,2,1,Laboratory Technician,2,Married,7331.0,1,No,20.0,4.0,3,1,2,2,3,2,2,2,2
32,4998.0,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1235.0,4,Female,38,3,2,Research Scientist,3,Single,2338.0,4,Yes,14.0,3.0,4,0,10,2,3,8,7,0,7
36,10252.0,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1237.0,3,Female,77,1,3,Manufacturing Director,1,Divorced,4235.0,2,Yes,21.0,4.0,3,1,17,2,3,7,7,7,7
33,2781.0,No,Travel_Rarely,117,Research & Development,9,3,Medical,1238.0,1,Male,60,3,1,Research Scientist,4,Married,6311.0,0,No,13.0,3.0,2,1,15,5,3,14,10,4,10
40,6852.0,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1239.0,2,Female,84,2,2,Sales Executive,2,Divorced,11591.0,7,No,12.0,3.0,2,1,7,2,4,5,1,1,3
25,4950.0,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1240.0,3,Male,57,3,2,Sales Executive,4,Single,20623.0,0,No,14.0,3.0,2,0,5,4,3,4,3,1,1
30,3579.0,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1241.0,4,Male,63,3,1,Research Scientist,2,Married,9369.0,0,Yes,21.0,4.0,1,1,12,2,3,11,9,5,7
42,13191.0,No,Travel_Frequently,458,Research & Development,26,5,Medical,1242.0,1,Female,60,3,3,Research Director,1,Married,23281.0,3,Yes,17.0,3.0,3,0,20,6,3,1,0,0,0
35,10377.0,No,Non-Travel,1212,Sales,8,2,Marketing,1243.0,3,Female,78,2,3,Sales Executive,4,Married,13755.0,4,Yes,11.0,3.0,2,1,16,6,2,13,2,4,12
27,2235.0,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1244.0,1,Male,42,3,1,Research Scientist,1,Married,14377.0,1,Yes,14.0,3.0,4,2,9,3,2,9,7,6,8
54,10502.0,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1245.0,4,Female,53,3,3,Manufacturing Director,3,Divorced,9659.0,7,No,17.0,3.0,1,1,33,2,1,5,4,1,4
44,2011.0,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1246.0,1,Female,72,4,1,Research Scientist,4,Married,19982.0,1,No,13.0,3.0,4,1,10,5,3,10,5,7,7
19,1859.0,Yes,Non-Travel,504,Research & Development,10,3,Medical,1248.0,1,Female,96,2,1,Research Scientist,2,Single,6148.0,1,Yes,25.0,4.0,2,0,1,2,4,1,1,0,0
29,3760.0,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1249.0,1,Female,97,3,1,Research Scientist,4,Divorced,5598.0,1,No,15.0,3.0,1,3,3,5,3,3,2,1,2
54,17779.0,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1250.0,4,Male,85,3,4,Research Director,4,Married,23474.0,3,No,14.0,3.0,1,0,36,2,3,10,9,0,9
31,6833.0,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1251.0,3,Male,80,3,2,Healthcare Representative,1,Married,17089.0,1,Yes,12.0,3.0,4,0,6,2,2,6,5,0,1
31,6812.0,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1252.0,3,Female,96,2,2,Healthcare Representative,1,Single,17198.0,1,No,19.0,3.0,2,0,10,2,3,10,9,1,8
59,5171.0,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1254.0,3,Female,48,2,2,Sales Executive,4,Single,16490.0,5,No,17.0,3.0,4,0,13,2,3,6,1,0,5
43,19740.0,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1255.0,3,Male,96,1,5,Research Director,4,Married,18625.0,3,No,14.0,3.0,2,1,25,2,3,8,7,0,7
49,18711.0,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1256.0,1,Male,85,2,5,Manager,3,Married,12124.0,2,No,13.0,3.0,3,1,23,2,4,1,0,0,0
36,3692.0,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1257.0,3,Male,46,3,1,Research Scientist,2,Married,9256.0,1,No,12.0,3.0,3,0,12,2,2,11,10,0,7
48,2559.0,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1258.0,4,Male,76,4,1,Laboratory Technician,2,Single,16620.0,5,No,11.0,3.0,3,0,7,4,2,1,0,0,0
27,2517.0,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1259.0,1,Male,76,3,1,Research Scientist,3,Divorced,3208.0,1,No,11.0,3.0,2,3,5,2,3,5,3,0,3
29,6623.0,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1260.0,3,Male,82,3,2,Healthcare Representative,4,Divorced,4204.0,1,Yes,11.0,3.0,2,2,6,2,3,6,0,1,0
48,18265.0,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1263.0,4,Male,76,2,5,Research Director,4,Single,8733.0,6,No,12.0,3.0,3,0,25,3,4,1,0,0,0
29,16124.0,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1264.0,4,Female,87,2,4,Research Director,4,Divorced,3423.0,3,No,14.0,3.0,2,2,9,2,2,7,7,1,7
