Fecha,Hora,Noroeste PM10,Noroeste monóxido de carbono,Noreste PM10,Noreste monóxido de carbono,Centro PM10,Centro monóxido de carbono,Suroeste PM10,Suroeste monóxido de carbono,Sureste PM10,Sureste monóxido de carbono
30/05/2019,19,108,2.0,105,2.0,81,3.0,67,3.0,76.0,3.0
30/05/2019,20,108,2.0,103,2.0,80,3.0,67,2.0,76.0,2.0
30/05/2019,21,106,2.0,103,2.0,81,3.0,67,2.0,74.0,2.0
30/05/2019,22,103,2.0,103,2.0,80,3.0,65,2.0,73.0,2.0
30/05/2019,23,104,2.0,103,2.0,80,3.0,64,2.0,71.0,2.0
30/05/2019,24,105,2.0,103,2.0,78,3.0,64,2.0,70.0,3.0
31/05/2019,1,104,2.0,103,2.0,78,3.0,63,2.0,70.0,3.0
31/05/2019,2,103,2.0,103,3.0,77,3.0,61,2.0,70.0,3.0
31/05/2019,3,103,2.0,103,3.0,76,3.0,61,2.0,71.0,4.0
31/05/2019,4,103,-99.0,103,-99.0,74,-99.0,60,-99.0,73.0,-99.0
31/05/2019,5,102,-99.0,102,-99.0,73,-99.0,60,-99.0,74.0,-99.0
31/05/2019,6,102,-99.0,102,-99.0,73,-99.0,58,-99.0,74.0,-99.0
31/05/2019,7,102,-99.0,102,-99.0,73,-99.0,58,-99.0,74.0,-99.0
31/05/2019,8,101,-99.0,102,-99.0,73,-99.0,57,-99.0,73.0,-99.0
31/05/2019,9,100,-99.0,102,-99.0,71,-99.0,57,-99.0,74.0,-99.0
31/05/2019,10,96,4.0,101,5.0,71,6.0,55,3.0,73.0,5.0
31/05/2019,11,88,4.0,101,5.0,71,5.0,55,3.0,76.0,5.0
31/05/2019,12,83,4.0,101,5.0,68,5.0,54,3.0,76.0,5.0
31/05/2019,13,83,4.0,99,5.0,67,5.0,54,4.0,76.0,5.0
31/05/2019,14,83,4.0,96,4.0,64,5.0,54,4.0,74.0,5.0
31/05/2019,15,83,4.0,93,4.0,64,5.0,52,4.0,73.0,5.0
31/05/2019,16,83,3.0,91,4.0,64,5.0,51,4.0,71.0,4.0
31/05/2019,17,83,3.0,90,3.0,63,4.0,51,4.0,70.0,4.0
31/05/2019,18,81,3.0,84,2.0,63,3.0,50,4.0,67.0,3.0
31/05/2019,19,68,3.0,80,2.0,60,3.0,49,3.0,65.0,2.0
31/05/2019,20,64,3.0,78,2.0,57,3.0,48,3.0,63.0,2.0
31/05/2019,21,68,4.0,78,2.0,55,3.0,46,3.0,61.0,2.0
31/05/2019,22,70,4.0,76,2.0,55,3.0,46,3.0,61.0,2.0
31/05/2019,23,65,4.0,76,3.0,55,4.0,45,3.0,61.0,2.0
31/05/2019,24,60,3.0,63,3.0,54,4.0,45,3.0,61.0,3.0
01/06/2019,1,60,3.0,63,3.0,54,4.0,45,3.0,63.0,3.0
01/06/2019,2,60,3.0,63,3.0,52,4.0,45,3.0,61.0,3.0
01/06/2019,3,57,3.0,61,2.0,52,4.0,44,3.0,58.0,3.0
01/06/2019,4,55,2.0,61,2.0,51,3.0,43,2.0,57.0,2.0
01/06/2019,5,55,1.0,63,2.0,50,3.0,41,2.0,52.0,2.0
01/06/2019,6,54,1.0,63,2.0,49,2.0,41,2.0,51.0,2.0
01/06/2019,7,54,1.0,64,2.0,48,2.0,40,2.0,50.0,2.0
01/06/2019,8,54,1.0,64,2.0,45,2.0,39,1.0,49.0,2.0
01/06/2019,9,49,1.0,64,2.0,44,3.0,38,1.0,46.0,2.0
01/06/2019,10,46,2.0,36,2.0,43,3.0,36,1.0,45.0,3.0
01/06/2019,11,44,2.0,35,3.0,40,4.0,35,1.0,43.0,3.0
01/06/2019,12,45,3.0,35,3.0,40,4.0,34,2.0,40.0,3.0
01/06/2019,13,44,3.0,35,3.0,39,4.0,31,2.0,39.0,3.0
01/06/2019,14,44,3.0,35,3.0,39,4.0,31,2.0,39.0,3.0
01/06/2019,15,45,3.0,36,3.0,39,4.0,30,2.0,39.0,3.0
01/06/2019,16,46,3.0,38,3.0,39,4.0,30,2.0,39.0,3.0
01/06/2019,17,50,3.0,40,2.0,39,3.0,30,2.0,41.0,2.0
01/06/2019,18,48,3.0,43,2.0,39,4.0,30,2.0,44.0,2.0
01/06/2019,19,46,3.0,40,2.0,40,4.0,30,2.0,45.0,2.0
01/06/2019,20,46,3.0,41,3.0,39,5.0,29,3.0,40.0,2.0
01/06/2019,21,43,3.0,36,3.0,36,5.0,28,3.0,40.0,2.0
01/06/2019,22,43,4.0,35,3.0,35,5.0,26,3.0,40.0,2.0
01/06/2019,23,43,4.0,35,3.0,34,5.0,26,3.0,40.0,2.0
01/06/2019,24,43,4.0,34,3.0,33,5.0,26,3.0,40.0,3.0
02/06/2019,1,43,4.0,34,3.0,31,5.0,25,3.0,39.0,2.0
02/06/2019,2,43,4.0,35,3.0,30,4.0,25,4.0,36.0,2.0
02/06/2019,3,43,3.0,36,2.0,31,3.0,25,2.0,36.0,3.0
02/06/2019,4,41,3.0,38,2.0,30,3.0,25,2.0,38.0,2.0
02/06/2019,5,41,2.0,36,2.0,29,2.0,25,2.0,38.0,2.0
02/06/2019,6,41,2.0,38,2.0,29,2.0,25,2.0,38.0,2.0
02/06/2019,7,43,2.0,39,2.0,30,2.0,25,1.0,39.0,1.0
02/06/2019,8,44,2.0,38,2.0,29,2.0,25,1.0,40.0,1.0
02/06/2019,9,41,2.0,36,2.0,29,3.0,24,1.0,40.0,1.0
02/06/2019,10,40,2.0,36,2.0,28,3.0,24,1.0,40.0,2.0
02/06/2019,11,41,2.0,35,2.0,26,3.0,24,1.0,41.0,2.0
02/06/2019,12,43,2.0,35,2.0,26,4.0,24,1.0,41.0,2.0
02/06/2019,13,44,2.0,35,2.0,25,4.0,23,1.0,41.0,2.0
02/06/2019,14,41,2.0,35,2.0,25,4.0,23,1.0,41.0,2.0
02/06/2019,15,38,2.0,34,2.0,25,4.0,21,1.0,40.0,2.0
02/06/2019,16,35,2.0,31,2.0,25,3.0,21,1.0,40.0,2.0
02/06/2019,17,31,2.0,31,2.0,24,3.0,20,1.0,33.0,2.0
02/06/2019,18,26,2.0,29,2.0,23,3.0,19,1.0,29.0,2.0
02/06/2019,19,-99,2.0,28,2.0,21,3.0,18,1.0,-99.0,2.0
02/06/2019,20,-99,2.0,28,2.0,20,3.0,18,1.0,-99.0,2.0
02/06/2019,21,-99,2.0,28,2.0,20,3.0,18,1.0,-99.0,2.0
02/06/2019,22,-99,2.0,26,2.0,19,3.0,16,2.0,-99.0,2.0
02/06/2019,23,18,2.0,26,2.0,19,3.0,16,2.0,-99.0,2.0
02/06/2019,24,18,2.0,26,2.0,18,3.0,16,2.0,-99.0,2.0
03/06/2019,1,18,2.0,25,3.0,18,2.0,16,2.0,-99.0,2.0
03/06/2019,2,18,2.0,25,3.0,18,2.0,16,2.0,-99.0,2.0
03/06/2019,3,-99,1.0,19,2.0,18,2.0,15,2.0,-99.0,2.0
03/06/2019,4,-99,1.0,19,2.0,18,2.0,15,1.0,-99.0,1.0
03/06/2019,5,-99,1.0,19,2.0,18,2.0,15,1.0,-99.0,1.0
03/06/2019,6,-99,1.0,25,2.0,19,2.0,15,1.0,-99.0,1.0
03/06/2019,7,-99,1.0,24,2.0,19,2.0,15,1.0,-99.0,2.0
03/06/2019,8,18,2.0,24,3.0,20,3.0,15,1.0,-99.0,2.0
03/06/2019,9,18,2.0,24,3.0,20,4.0,15,2.0,23.0,3.0
03/06/2019,10,18,2.0,24,3.0,21,4.0,15,2.0,24.0,3.0
03/06/2019,11,24,2.0,25,3.0,21,5.0,15,2.0,25.0,4.0
03/06/2019,12,24,3.0,26,4.0,21,5.0,15,2.0,26.0,4.0
03/06/2019,13,26,3.0,28,4.0,23,5.0,15,2.0,29.0,5.0
03/06/2019,14,26,4.0,28,4.0,23,5.0,15,3.0,31.0,5.0
03/06/2019,15,28,4.0,28,4.0,24,5.0,16,3.0,34.0,5.0
03/06/2019,16,29,4.0,30,4.0,24,5.0,16,3.0,38.0,5.0
03/06/2019,17,30,4.0,31,4.0,25,5.0,18,3.0,40.0,5.0
03/06/2019,18,33,4.0,33,4.0,26,4.0,19,3.0,41.0,5.0
03/06/2019,19,34,4.0,33,4.0,26,4.0,20,3.0,41.0,4.0
03/06/2019,20,34,4.0,26,4.0,28,4.0,21,3.0,41.0,4.0
03/06/2019,21,34,4.0,25,4.0,33,4.0,21,3.0,41.0,4.0
03/06/2019,22,33,4.0,25,4.0,33,4.0,21,3.0,41.0,4.0
03/06/2019,23,31,4.0,24,4.0,33,4.0,21,3.0,40.0,3.0
03/06/2019,24,30,4.0,24,3.0,31,4.0,21,2.0,39.0,3.0
04/06/2019,1,30,3.0,24,3.0,30,3.0,21,2.0,39.0,3.0
04/06/2019,2,31,3.0,24,3.0,30,3.0,21,2.0,40.0,2.0
04/06/2019,3,31,2.0,24,3.0,30,3.0,21,2.0,40.0,2.0
04/06/2019,4,31,2.0,24,2.0,30,3.0,21,2.0,41.0,2.0
04/06/2019,5,31,2.0,23,2.0,31,2.0,21,2.0,40.0,2.0
04/06/2019,6,31,2.0,23,2.0,33,2.0,20,2.0,41.0,1.0
04/06/2019,7,31,2.0,23,2.0,31,2.0,20,2.0,40.0,2.0
04/06/2019,8,33,2.0,23,3.0,31,3.0,20,2.0,40.0,2.0
04/06/2019,9,30,3.0,23,4.0,30,3.0,20,2.0,39.0,2.0
04/06/2019,10,30,4.0,21,5.0,29,4.0,21,3.0,39.0,3.0
04/06/2019,11,30,4.0,21,5.0,30,4.0,21,3.0,40.0,3.0
04/06/2019,12,29,5.0,23,6.0,31,5.0,21,4.0,39.0,4.0
04/06/2019,13,29,5.0,21,6.0,31,5.0,23,4.0,39.0,4.0
04/06/2019,14,30,5.0,21,7.0,33,6.0,23,4.0,40.0,5.0
04/06/2019,15,30,5.0,20,6.0,33,5.0,23,4.0,38.0,5.0
04/06/2019,16,29,5.0,19,6.0,30,5.0,21,4.0,39.0,5.0
04/06/2019,17,29,5.0,20,5.0,30,5.0,20,3.0,38.0,5.0
04/06/2019,18,29,4.0,20,5.0,30,5.0,18,3.0,39.0,5.0
04/06/2019,19,30,4.0,21,5.0,29,5.0,16,3.0,38.0,5.0
04/06/2019,20,30,4.0,23,5.0,29,5.0,16,3.0,38.0,5.0
04/06/2019,21,29,4.0,23,5.0,29,5.0,15,3.0,38.0,5.0
04/06/2019,22,29,4.0,21,5.0,29,5.0,15,3.0,36.0,5.0
04/06/2019,23,29,4.0,21,5.0,29,7.0,15,3.0,35.0,5.0
04/06/2019,24,29,5.0,50,5.0,29,6.0,16,4.0,35.0,5.0
05/06/2019,1,29,5.0,49,5.0,30,6.0,16,4.0,34.0,5.0
05/06/2019,2,30,5.0,49,5.0,30,5.0,18,5.0,34.0,5.0
05/06/2019,3,29,5.0,49,5.0,29,5.0,18,5.0,34.0,4.0
05/06/2019,4,30,6.0,48,4.0,29,4.0,18,4.0,34.0,3.0
05/06/2019,5,30,6.0,48,4.0,28,4.0,18,4.0,35.0,3.0
05/06/2019,6,30,5.0,46,4.0,28,4.0,19,4.0,36.0,3.0
05/06/2019,7,31,6.0,46,4.0,28,4.0,19,3.0,38.0,3.0
05/06/2019,8,31,7.0,48,5.0,29,4.0,19,3.0,39.0,3.0
05/06/2019,9,31,8.0,48,5.0,29,5.0,19,3.0,28.0,3.0
05/06/2019,10,30,8.0,46,6.0,29,5.0,20,3.0,28.0,4.0
05/06/2019,11,33,8.0,45,6.0,29,5.0,20,3.0,28.0,4.0
05/06/2019,12,34,7.0,44,6.0,29,5.0,20,3.0,28.0,4.0
05/06/2019,13,34,7.0,44,6.0,28,5.0,20,4.0,26.0,4.0
05/06/2019,14,34,7.0,44,7.0,28,5.0,20,4.0,25.0,4.0
05/06/2019,15,31,6.0,43,7.0,26,5.0,20,4.0,24.0,3.0
05/06/2019,16,33,5.0,43,6.0,26,5.0,20,4.0,-99.0,3.0
05/06/2019,17,34,4.0,43,6.0,26,5.0,20,3.0,-99.0,2.0
05/06/2019,18,33,4.0,43,6.0,26,4.0,20,4.0,-99.0,3.0
05/06/2019,19,39,4.0,43,7.0,26,5.0,21,4.0,-99.0,3.0
05/06/2019,20,38,4.0,43,7.0,26,5.0,21,4.0,-99.0,4.0
05/06/2019,21,38,5.0,43,8.0,26,5.0,21,4.0,-99.0,5.0
05/06/2019,22,38,5.0,44,7.0,28,6.0,21,4.0,-99.0,5.0
05/06/2019,23,39,5.0,43,7.0,28,6.0,23,4.0,-99.0,5.0
05/06/2019,24,39,5.0,43,7.0,28,6.0,21,4.0,-99.0,5.0
06/06/2019,1,41,5.0,41,7.0,28,5.0,21,4.0,-99.0,5.0
06/06/2019,2,30,5.0,40,5.0,28,5.0,21,4.0,-99.0,5.0
06/06/2019,3,30,5.0,39,5.0,28,5.0,21,4.0,-99.0,5.0
06/06/2019,4,31,-99.0,39,-99.0,28,-99.0,21,-99.0,-99.0,-99.0
06/06/2019,5,33,-99.0,39,-99.0,26,-99.0,21,-99.0,-99.0,-99.0
06/06/2019,6,31,-99.0,38,-99.0,26,-99.0,20,-99.0,-99.0,-99.0
06/06/2019,7,31,-99.0,38,-99.0,26,-99.0,20,-99.0,-99.0,-99.0
06/06/2019,8,30,-99.0,36,-99.0,26,-99.0,20,-99.0,-99.0,-99.0
06/06/2019,9,28,-99.0,35,-99.0,26,-99.0,20,-99.0,-99.0,-99.0
06/06/2019,10,28,6.0,36,5.0,26,5.0,19,4.0,-99.0,5.0
06/06/2019,11,28,6.0,38,8.0,25,5.0,29,4.0,-99.0,8.0
06/06/2019,12,28,6.0,39,8.0,26,5.0,29,5.0,-99.0,9.0
06/06/2019,13,29,6.0,39,8.0,28,6.0,29,5.0,-99.0,8.0
06/06/2019,14,29,6.0,40,8.0,29,6.0,30,5.0,-99.0,9.0
06/06/2019,15,30,6.0,43,8.0,29,6.0,30,5.0,-99.0,8.0
06/06/2019,16,30,5.0,45,6.0,30,5.0,30,5.0,39.0,7.0
06/06/2019,17,30,5.0,46,6.0,31,5.0,31,5.0,40.0,7.0
06/06/2019,18,30,5.0,48,6.0,31,5.0,31,5.0,39.0,5.0
06/06/2019,19,30,4.0,50,6.0,33,5.0,31,4.0,38.0,5.0
06/06/2019,20,29,4.0,51,7.0,31,5.0,29,4.0,-99.0,5.0
06/06/2019,21,29,4.0,51,7.0,30,5.0,30,4.0,-99.0,5.0
06/06/2019,22,30,4.0,51,7.0,31,5.0,29,4.0,-99.0,5.0
06/06/2019,23,30,4.0,51,6.0,31,5.0,28,3.0,-99.0,5.0
06/06/2019,24,30,4.0,51,6.0,31,6.0,26,3.0,-99.0,5.0
07/06/2019,1,30,4.0,52,6.0,33,6.0,28,3.0,-99.0,5.0
07/06/2019,2,31,5.0,52,6.0,33,6.0,28,2.0,-99.0,5.0
07/06/2019,3,31,5.0,54,5.0,31,5.0,28,2.0,-99.0,5.0
07/06/2019,4,31,5.0,54,5.0,33,5.0,28,2.0,-99.0,4.0
07/06/2019,5,31,5.0,55,5.0,34,5.0,26,1.0,33.0,4.0
07/06/2019,6,31,5.0,55,5.0,34,5.0,26,1.0,33.0,4.0
07/06/2019,7,31,5.0,58,5.0,35,5.0,26,2.0,34.0,4.0
07/06/2019,8,33,5.0,60,8.0,36,6.0,26,2.0,34.0,5.0
07/06/2019,9,34,6.0,60,9.0,36,7.0,26,4.0,35.0,5.0
07/06/2019,10,35,6.0,61,11.0,38,8.0,26,5.0,36.0,6.0
07/06/2019,11,36,7.0,64,13.0,39,9.0,26,5.0,36.0,8.0
07/06/2019,12,36,8.0,64,14.0,40,10.0,26,5.0,39.0,9.0
07/06/2019,13,40,8.0,67,15.0,40,10.0,28,5.0,40.0,9.0
07/06/2019,14,41,8.0,68,15.0,40,10.0,26,5.0,40.0,9.0
07/06/2019,15,40,8.0,65,14.0,41,8.0,26,5.0,39.0,8.0
07/06/2019,16,40,6.0,63,11.0,40,7.0,28,5.0,38.0,8.0
07/06/2019,17,40,5.0,63,9.0,40,6.0,29,5.0,-99.0,6.0
07/06/2019,18,43,5.0,64,8.0,41,6.0,30,4.0,-99.0,5.0
07/06/2019,19,43,5.0,61,7.0,40,5.0,29,3.0,39.0,5.0
07/06/2019,20,44,5.0,58,7.0,43,5.0,28,4.0,38.0,5.0
07/06/2019,21,44,6.0,57,8.0,43,6.0,26,4.0,36.0,5.0
07/06/2019,22,46,7.0,58,9.0,41,7.0,25,4.0,36.0,5.0
07/06/2019,23,46,9.0,58,10.0,43,8.0,26,5.0,36.0,5.0
07/06/2019,24,49,10.0,60,11.0,43,9.0,28,5.0,38.0,5.0
08/06/2019,1,50,11.0,61,12.0,44,10.0,29,5.0,38.0,6.0
08/06/2019,2,50,11.0,63,12.0,45,12.0,29,5.0,39.0,7.0
08/06/2019,3,51,11.0,64,12.0,48,13.0,29,5.0,41.0,9.0
08/06/2019,4,54,10.0,65,11.0,49,13.0,30,5.0,44.0,9.0
08/06/2019,5,54,10.0,67,11.0,50,13.0,30,5.0,45.0,9.0
08/06/2019,6,55,10.0,68,10.0,50,14.0,30,5.0,46.0,9.0
08/06/2019,7,55,11.0,70,10.0,51,14.0,30,4.0,46.0,10.0
08/06/2019,8,57,11.0,73,11.0,52,15.0,30,4.0,48.0,11.0
08/06/2019,9,57,10.0,77,13.0,52,15.0,30,4.0,49.0,10.0
08/06/2019,10,61,10.0,80,14.0,55,14.0,29,4.0,50.0,10.0
08/06/2019,11,60,9.0,81,15.0,55,13.0,29,4.0,50.0,9.0
08/06/2019,12,58,8.0,84,15.0,55,13.0,29,4.0,51.0,9.0
08/06/2019,13,57,7.0,86,15.0,55,12.0,30,5.0,50.0,9.0
08/06/2019,14,55,5.0,83,14.0,57,10.0,29,5.0,49.0,10.0
08/06/2019,15,54,5.0,81,12.0,57,9.0,29,5.0,49.0,8.0
08/06/2019,16,57,5.0,81,9.0,55,7.0,30,5.0,49.0,7.0
08/06/2019,17,57,4.0,80,7.0,55,5.0,29,4.0,49.0,5.0
08/06/2019,18,52,3.0,78,5.0,54,5.0,29,3.0,49.0,5.0
08/06/2019,19,51,3.0,77,4.0,52,4.0,28,2.0,49.0,4.0
08/06/2019,20,52,3.0,78,3.0,52,4.0,26,2.0,49.0,4.0
08/06/2019,21,54,3.0,78,3.0,52,4.0,26,3.0,50.0,4.0
08/06/2019,22,50,3.0,78,3.0,52,3.0,28,2.0,50.0,4.0
08/06/2019,23,50,3.0,80,3.0,52,3.0,28,2.0,49.0,4.0
08/06/2019,24,49,3.0,80,3.0,52,4.0,28,3.0,50.0,4.0
09/06/2019,1,49,3.0,78,3.0,51,4.0,28,3.0,50.0,4.0
09/06/2019,2,49,3.0,77,3.0,51,4.0,29,3.0,50.0,4.0
09/06/2019,3,49,3.0,76,3.0,51,4.0,30,3.0,48.0,4.0
09/06/2019,4,49,3.0,74,3.0,51,4.0,31,3.0,48.0,4.0
09/06/2019,5,49,3.0,73,3.0,51,4.0,31,3.0,46.0,4.0
09/06/2019,6,49,4.0,70,4.0,51,5.0,31,3.0,46.0,4.0
09/06/2019,7,49,4.0,67,5.0,51,5.0,33,3.0,48.0,4.0
09/06/2019,8,49,4.0,67,5.0,51,5.0,33,3.0,46.0,5.0
09/06/2019,9,49,5.0,64,5.0,51,5.0,33,2.0,45.0,5.0
09/06/2019,10,50,5.0,61,6.0,50,6.0,33,2.0,45.0,5.0
09/06/2019,11,49,4.0,61,7.0,49,5.0,33,2.0,46.0,5.0
09/06/2019,12,48,4.0,57,7.0,49,5.0,31,2.0,45.0,5.0
09/06/2019,13,48,4.0,52,6.0,49,5.0,31,2.0,45.0,5.0
09/06/2019,14,46,4.0,52,6.0,46,5.0,30,2.0,45.0,5.0
09/06/2019,15,48,4.0,51,5.0,45,5.0,30,2.0,44.0,4.0
09/06/2019,16,46,4.0,51,4.0,46,4.0,30,1.0,43.0,4.0
09/06/2019,17,46,3.0,51,3.0,48,3.0,29,1.0,41.0,3.0
09/06/2019,18,48,2.0,50,3.0,46,3.0,29,1.0,40.0,2.0
09/06/2019,19,50,2.0,50,2.0,46,3.0,29,1.0,39.0,2.0
09/06/2019,20,43,2.0,50,2.0,48,2.0,30,1.0,39.0,2.0
09/06/2019,21,41,2.0,51,2.0,48,2.0,30,1.0,39.0,2.0
09/06/2019,22,40,2.0,50,2.0,48,3.0,31,1.0,40.0,2.0
09/06/2019,23,40,2.0,50,2.0,46,3.0,31,2.0,41.0,2.0
09/06/2019,24,41,2.0,49,2.0,46,3.0,31,2.0,40.0,2.0
10/06/2019,1,41,2.0,49,2.0,46,3.0,31,2.0,39.0,2.0
10/06/2019,2,43,2.0,49,2.0,45,3.0,31,2.0,39.0,2.0
10/06/2019,3,43,2.0,49,2.0,45,2.0,31,2.0,38.0,2.0
10/06/2019,4,43,2.0,49,2.0,44,2.0,31,2.0,38.0,2.0
10/06/2019,5,43,2.0,50,2.0,44,2.0,31,2.0,38.0,2.0
10/06/2019,6,43,2.0,50,2.0,45,2.0,31,2.0,39.0,2.0
10/06/2019,7,44,3.0,52,3.0,44,3.0,33,2.0,39.0,3.0
10/06/2019,8,44,4.0,50,3.0,45,5.0,33,3.0,40.0,4.0
10/06/2019,9,45,5.0,48,4.0,45,5.0,33,3.0,40.0,5.0
10/06/2019,10,46,5.0,46,4.0,46,6.0,34,3.0,41.0,5.0
10/06/2019,11,45,5.0,44,5.0,46,6.0,34,3.0,40.0,5.0
10/06/2019,12,45,5.0,44,5.0,46,6.0,35,3.0,39.0,5.0
10/06/2019,13,44,5.0,45,4.0,45,6.0,35,3.0,39.0,5.0
10/06/2019,14,45,5.0,46,4.0,46,6.0,35,2.0,39.0,5.0
10/06/2019,15,48,5.0,55,3.0,46,6.0,36,3.0,40.0,5.0
10/06/2019,16,50,4.0,57,3.0,48,5.0,38,3.0,41.0,4.0
10/06/2019,17,52,3.0,60,3.0,49,3.0,38,2.0,43.0,2.0
10/06/2019,18,58,3.0,61,3.0,49,2.0,39,2.0,44.0,2.0
10/06/2019,19,58,3.0,63,2.0,50,2.0,39,1.0,44.0,2.0
10/06/2019,20,57,2.0,64,2.0,50,2.0,39,1.0,45.0,1.0
10/06/2019,21,58,2.0,64,2.0,50,2.0,39,2.0,45.0,1.0
10/06/2019,22,58,3.0,65,3.0,51,3.0,39,2.0,45.0,2.0
10/06/2019,23,58,2.0,65,3.0,51,3.0,41,2.0,44.0,2.0
10/06/2019,24,58,2.0,65,2.0,54,3.0,41,2.0,45.0,2.0
11/06/2019,1,57,3.0,65,2.0,54,2.0,43,2.0,46.0,2.0
11/06/2019,2,57,3.0,65,2.0,43,2.0,43,2.0,46.0,2.0
11/06/2019,3,55,4.0,65,2.0,41,2.0,41,2.0,48.0,1.0
11/06/2019,4,54,3.0,64,2.0,41,2.0,40,1.0,46.0,1.0
11/06/2019,5,54,3.0,63,2.0,40,2.0,39,1.0,46.0,1.0
11/06/2019,6,52,2.0,61,2.0,38,1.0,39,1.0,44.0,1.0
11/06/2019,7,51,2.0,58,2.0,38,2.0,39,1.0,41.0,1.0
11/06/2019,8,51,2.0,57,2.0,36,2.0,39,1.0,39.0,2.0
11/06/2019,9,51,3.0,58,3.0,34,2.0,40,2.0,54.0,2.0
11/06/2019,10,50,3.0,57,3.0,33,3.0,39,2.0,52.0,2.0
11/06/2019,11,50,3.0,55,3.0,33,3.0,39,2.0,52.0,2.0
11/06/2019,12,50,3.0,55,3.0,31,3.0,40,2.0,50.0,2.0
11/06/2019,13,50,3.0,55,4.0,31,3.0,41,3.0,50.0,3.0
11/06/2019,14,50,4.0,55,4.0,30,3.0,41,3.0,48.0,3.0
11/06/2019,15,46,4.0,48,4.0,30,3.0,40,3.0,48.0,2.0
11/06/2019,16,44,3.0,46,3.0,30,3.0,38,3.0,45.0,2.0
11/06/2019,17,41,3.0,45,3.0,30,3.0,35,2.0,45.0,2.0
11/06/2019,18,39,3.0,45,3.0,29,3.0,35,2.0,43.0,1.0
11/06/2019,19,36,2.0,44,3.0,29,3.0,34,2.0,40.0,1.0
11/06/2019,20,35,2.0,44,2.0,29,3.0,33,1.0,41.0,2.0
11/06/2019,21,35,3.0,43,2.0,28,3.0,31,1.0,38.0,2.0
11/06/2019,22,38,3.0,41,2.0,28,3.0,31,1.0,35.0,2.0
11/06/2019,23,36,3.0,40,2.0,26,3.0,30,1.0,35.0,2.0
11/06/2019,24,38,3.0,40,2.0,26,3.0,30,2.0,35.0,3.0
12/06/2019,1,39,3.0,41,2.0,26,3.0,29,2.0,36.0,3.0
12/06/2019,2,40,3.0,41,2.0,26,3.0,29,2.0,35.0,3.0
12/06/2019,3,41,3.0,41,2.0,28,3.0,29,2.0,35.0,3.0
12/06/2019,4,43,-99.0,43,-99.0,29,-99.0,29,-99.0,36.0,-99.0
12/06/2019,5,43,-99.0,43,-99.0,30,-99.0,29,-99.0,38.0,-99.0
12/06/2019,6,44,-99.0,44,-99.0,30,-99.0,29,-99.0,38.0,-99.0
12/06/2019,7,44,-99.0,46,-99.0,31,-99.0,29,-99.0,38.0,-99.0
12/06/2019,8,44,-99.0,50,-99.0,33,-99.0,28,-99.0,39.0,-99.0
12/06/2019,9,45,-99.0,54,-99.0,34,-99.0,29,-99.0,40.0,-99.0
12/06/2019,10,46,7.0,58,8.0,36,5.0,29,3.0,44.0,5.0
12/06/2019,11,48,6.0,64,8.0,39,6.0,30,3.0,45.0,5.0
12/06/2019,12,52,6.0,67,8.0,41,6.0,30,4.0,46.0,4.0
12/06/2019,13,55,7.0,70,9.0,43,6.0,35,4.0,46.0,4.0
12/06/2019,14,58,7.0,70,9.0,45,7.0,35,5.0,48.0,4.0
12/06/2019,15,58,6.0,71,9.0,46,6.0,38,4.0,48.0,4.0
12/06/2019,16,60,5.0,71,7.0,48,5.0,39,4.0,49.0,3.0
12/06/2019,17,58,5.0,73,6.0,49,5.0,39,3.0,50.0,3.0
12/06/2019,18,57,4.0,73,5.0,49,4.0,39,3.0,51.0,2.0
12/06/2019,19,55,3.0,74,5.0,49,3.0,38,3.0,52.0,2.0
12/06/2019,20,55,3.0,74,4.0,50,3.0,38,2.0,52.0,2.0
12/06/2019,21,55,3.0,76,3.0,51,3.0,39,2.0,52.0,2.0
12/06/2019,22,54,3.0,76,3.0,51,3.0,40,2.0,54.0,2.0
12/06/2019,23,54,3.0,77,3.0,51,3.0,40,2.0,58.0,2.0
12/06/2019,24,54,3.0,77,3.0,51,3.0,40,2.0,58.0,2.0
13/06/2019,1,54,3.0,76,2.0,51,2.0,40,2.0,58.0,2.0
13/06/2019,2,52,3.0,76,2.0,50,2.0,40,2.0,58.0,2.0
13/06/2019,3,52,3.0,77,2.0,50,2.0,40,2.0,58.0,2.0
13/06/2019,4,52,2.0,77,2.0,49,1.0,41,2.0,57.0,2.0
13/06/2019,5,51,2.0,76,1.0,48,1.0,41,2.0,57.0,1.0
13/06/2019,6,51,1.0,74,1.0,46,1.0,40,1.0,58.0,1.0
13/06/2019,7,51,2.0,70,1.0,45,1.0,41,2.0,58.0,1.0
13/06/2019,8,52,2.0,65,2.0,44,1.0,41,2.0,58.0,1.0
13/06/2019,9,50,3.0,61,3.0,43,2.0,41,2.0,55.0,2.0
13/06/2019,10,48,3.0,57,3.0,40,3.0,40,2.0,52.0,3.0
13/06/2019,11,46,4.0,51,3.0,38,4.0,40,2.0,52.0,3.0
13/06/2019,12,44,4.0,48,4.0,39,4.0,39,2.0,52.0,4.0
13/06/2019,13,41,4.0,45,4.0,39,4.0,38,2.0,55.0,4.0
13/06/2019,14,40,4.0,44,5.0,39,4.0,35,3.0,55.0,4.0
13/06/2019,15,41,4.0,43,5.0,38,4.0,35,3.0,57.0,4.0
13/06/2019,16,43,4.0,43,4.0,38,3.0,35,3.0,54.0,4.0
13/06/2019,17,44,4.0,41,4.0,36,3.0,35,3.0,54.0,3.0
